"title","wikibase_item","FilmID","status","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Cody Kearsley","Q64738555","tt5758592","not exact match","short","Borealis","Borealis",0,"2016","\N","\N","Comedy,Short"
"Episodi di Dragons (quinta stagione)","Q30899889","tt4816058","not exact match","tvSeries","Dragons: Race to the Edge","Dragons: Race to the Edge",0,"2015","2018","22","Action,Adventure,Animation"
"GA&A Productions","Q48803644","tt4662578","not exact match","short","Infanzia incarcerata","Infanzia incarcerata",0,"2012","\N","27","Documentary,Short"
"Falene (film)","Q110474593","tt1511538","not exact match","movie","Moths","Falene",0,"2009","\N","65","Drama"
"Episodi di Dragons (quarta stagione)","Q30899888","tt4816058","not exact match","tvSeries","Dragons: Race to the Edge","Dragons: Race to the Edge",0,"2015","2018","22","Action,Adventure,Animation"
"Funny Frankestein","Q28000873","tt4424156","not exact match","video","Agnese E...","Agnese E...",1,"1982","\N","\N","Adult,Comedy,Horror"
"Josephine Højbjerg","Q18964130","tt12356440","not exact match","tvEpisode","Isterning","Isterning",0,"2020","\N","12","Comedy,Drama"
"Titanium White","Q122259402","tt3326992","not exact match","movie","Wrobiony","Wrobiony",0,"2016","\N","96","Adventure,Crime,Thriller"
"Episodi di Dragons (ottava stagione)","Q56326020","tt4816058","not exact match","tvSeries","Dragons: Race to the Edge","Dragons: Race to the Edge",0,"2015","2018","22","Action,Adventure,Animation"
"Kristi Myst","Q1121067","tt0225226","not exact match","video","Buffy Down Under","Buffy Down Under",1,"1996","\N","\N","Adult"
"Episodi di Dragons (sesta stagione)","Q30901491","tt4816058","not exact match","tvSeries","Dragons: Race to the Edge","Dragons: Race to the Edge",0,"2015","2018","22","Action,Adventure,Animation"
"Episodi di Dragons (settima stagione)","Q56324824","tt4816058","not exact match","tvSeries","Dragons: Race to the Edge","Dragons: Race to the Edge",0,"2015","2018","22","Action,Adventure,Animation"
"Marion Mack","Q531591","tt0193361","not exact match","short","On a Summer Day","On a Summer Day",0,"1921","\N","10","Comedy,Short"
"Accademia d'Armi Musumeci Greco 1878","Q3603969","tt0346536","not exact match","movie","L'assalto fatale","L'assalto fatale",0,"1913","\N","\N","\N"
"Bahiga Hafez","Q11035405","tt0264788","not exact match","movie","Leila, Daughter of the Desert","Layla bint el sahara",0,"1937","\N","125","Drama"
"La vita altrui","Q110460714","tt0250103","not exact match","movie","The Other's Life","La vita altrui",0,"2000","\N","84","Drama"
"Lucien Callamand","Q3265413","tt3035816","not exact match","short","Agénor légataire universel","Agénor légataire universel",0,"1920","\N","\N","Comedy,Short"
"Sinnamon Love","Q432901","tt0615290","not exact match","tvEpisode","I Slept with 251 Men in 10 Hours!","I Slept with 251 Men in 10 Hours!",0,"1995","\N","\N","Action,Comedy,Talk-Show"
"Napoleone a Firenze","Q110464230","tt0188080","match","movie","Napoleone a Firenze","Napoleone a Firenze",0,"1964","\N","94","Comedy"
"Giovedì mi ucciderai","Q5230010","tt0275354","not exact match","movie","Fletch Won","Fletch Won",0,"\N","\N","\N","Action,Comedy,Crime"
"Charles Dekeukeleire","Q2221839","tt0227254","not exact match","movie","Le petit nuage/La chasse au nuage/Le nuage atomique","Le petit nuage/La chasse au nuage/Le nuage atomique",0,"1954","\N","82","Sci-Fi"
"Ricardo Preve","Q7322780","tt9868720","not exact match","movie","A Grayling Never Dies","A Grayling Never Dies",0,"\N","\N","\N","Action,Adventure,History"
"Der Unheimliche","Q118188930","tt0445797","match","movie","Der Unheimliche","Der Unheimliche",0,"1922","\N","\N","\N"
"Simone Guarany","Q116267920","tt10456836","not exact match","short","Painted Survival","Painted Survival",0,"2019","\N","15","Drama,Short"
"Il fauno di marmo (film 1920)","Q110474599","tt0172427","not exact match","movie","Il Fauno di marmo","Il Fauno di marmo",0,"1920","\N","\N","\N"
"BET Award al miglior attore","Q4835466","tt10533334","not exact match","tvSpecial","The Greatest Moments in BET Awards History","The Greatest Moments in BET Awards History",0,"2019","\N","120","Documentary"
"黒澤明","Q8006","tt0211909","not exact match","tvMovie","Kurosawa: The Last Emperor","Kurosawa: The Last Emperor",0,"1999","\N","50","Biography,Documentary"
"イングリッド・バーグマン","Q43247","tt0268597","not exact match","tvEpisode","AFI Life Achievement Award: A Tribute to Alfred Hitchcock","A Tribute to Alfred Hitchcock",0,"1979","\N","100","\N"
"松崎悠希","Q974088","tt0851188","not exact match","short","French Bomber Detective","French Bomber Detective",0,"2006","\N","25","Action,Comedy,Crime"
"ビリー・ボブ・ソーントン","Q202735","tt0611331","not exact match","tvEpisode","Billy Bob Thornton","Billy Bob Thornton",0,"2002","\N","\N","Talk-Show"
"食卓のない家","Q11666021","tt0122709","not exact match","movie","Family Without a Dinner Table","Shokutaku no nai ie",0,"1985","\N","143","Drama"
"I-新聞記者ドキュメント-","Q86743489","tt11389170","not exact match","movie","I -Documentary of the Journalist-","i -Shimbun kisha dokyumento-",0,"2019","\N","113","Documentary"
"イルミネーション (企業)","Q1189512","tt2244747","not exact match","short","Brad & Gary","Brad & Gary",0,"2011","\N","4","Animation,Comedy,Family"
"薄化粧","Q11622152","tt0204716","not exact match","movie","Tracked","Usugeshô",0,"1985","\N","124","Crime,Drama"
"ラース・フォン・トリアー","Q133730","tt0194097","not exact match","short","Lars from 1-10","Lars from 1-10",0,"1998","\N","10","Documentary,Short"
"ケイト・ベッキンセイル","Q179414","tt1221328","not exact match","tvEpisode","Episode #16.49","Episode #16.49",0,"2008","\N","\N","Comedy,Music,Talk-Show"
"ブラックナイトパレード","Q28686099","tt21434474","not exact match","movie","Black Night Parade","Black Night Parade",0,"2022","\N","108","Comedy,Fantasy"
"チャック・ノリス","Q2673","tt1190694","not exact match","movie","Mile High: How to Win... and Lose... the White House","Mile High: How to Win... and Lose... the White House",0,"2009","\N","72","Documentary"
"ミッキー・ローク","Q178552","tt1198344","not exact match","tvMovie","Hardcase","Hardcase",0,"1981","\N","60","Crime,Mystery"
"片渕須直","Q3503793","tt0338796","not exact match","tvMovie","The Blinkins: The Bear and the Blizzard","The Blinkins: The Bear and the Blizzard",0,"1986","\N","43","Animation,Family,Fantasy"
"マーク・ラファロ","Q41422","tt1013112","not exact match","tvEpisode","Mark Ruffalo","Mark Ruffalo",0,"2007","\N","\N","Talk-Show"
"マーリー・マトリン","Q213287","tt0109051","not exact match","tvMovie","Against Her Will: The Carrie Buck Story","Against Her Will: The Carrie Buck Story",0,"1994","\N","90","Drama"
"志乃ちゃんは自分の名前が言えない","Q11490820","tt8185584","not exact match","movie","Shino Cannot Say Her Own Name","Shino Cannot Say Her Own Name",0,"2018","\N","110","Drama,Family"
"グレタ・ガルボ","Q5443","tt0411067","not exact match","tvEpisode","Greta Garbo: The Mysterious Lady","Greta Garbo: The Mysterious Lady",0,"1998","\N","60","Biography,Documentary,History"
"喜劇 愛妻物語","Q109603209","tt11288650","not exact match","movie","Kigeki aisai monogatari","Kigeki aisai monogatari",0,"2019","\N","118","Comedy,Drama"
"夢千代日記","Q11431583","tt0320784","not exact match","movie","The Diary of Yumechiyo","Yumechiyo nikki",0,"1985","\N","128","Drama"
"ヒロイン失格","Q6470307","tt4396042","not exact match","movie","Heroine Disqualified","Hiroin shikkaku",0,"2015","\N","112","Comedy,Romance"
"聖職の碑","Q11611115","tt0350100","not exact match","movie","Seishoku no ishibumi","Seishoku no ishibumi",0,"1978","\N","153","Drama"
"愛の流刑地","Q11493329","tt0867595","not exact match","movie","Love Never to End","Ai no rukeichi",0,"2007","\N","125","Drama,Romance"
"ビリーバーズ","Q815607","tt21627390","not exact match","movie","Believers","Believers",0,"2022","\N","118","Drama"
"絶叫学級","Q4266682","tt2671712","not exact match","movie","Screaming Class","Zekkyô gakkyû",0,"2013","\N","77","Horror"
"イザベラ・メルセード","Q20830731","tt12049828","not exact match","tvSpecial","#KidsTogether: The Nickelodeon Town Hall","#KidsTogether: The Nickelodeon Town Hall",0,"2020","\N","\N","Family"
"殺さない彼と死なない彼女","Q65271997","tt9554846","not exact match","movie","He Won't Kill, She Won't Die","Korosanai Kare to Shinanai Kanojo",0,"2019","\N","123","Drama,Romance"
"252 生存者あり","Q10846013","tt1260932","not exact match","movie","252: Signal of Life","252: Seizonsha ari",0,"2008","\N","128","Action,Adventure,Drama"
"キム・ムヨル","Q493691","tt3673844","not exact match","tvSeries","What If...?","What If...?",0,"2009","2010","\N","Action,Comedy"
"椿姫 (小説)","Q898795","tt0230121","not exact match","tvMovie","La dame aux camélias","La dame aux camélias",0,"1998","\N","120","Drama"
"ジェーン・マンスフィールド","Q229507","tt0580916","not exact match","tvEpisode","The Dumbest Blonde","The Dumbest Blonde",0,"1962","\N","60","Adventure"
"必殺! III 裏か表か","Q11490653","tt0200707","not exact match","movie","Sure Death 3","Hissatsu 3: Ura ka omote ka",0,"1986","\N","\N","Drama"
"ピンクのカーテン","Q11331631","tt0227268","not exact match","movie","Pink Curtain","Pinku no kaaten",0,"1982","\N","70","Drama,Romance"
"ミヒャエル・ハネケ","Q84199","tt3759292",NA,NA,NA,NA,NA,NA,NA,NA,NA
"マルクス兄弟","Q64450","tt0729158","not exact match","tvEpisode","The Five Marx Brothers","The Five Marx Brothers",0,"1957","\N","\N","News,Talk-Show"
"マリリンに逢いたい","Q11341093","tt0286962","not exact match","movie","Marilyn ni aitai","Marilyn ni aitai",0,"1988","\N","112","Drama,Family"
"恋は光","Q18336894","tt27811244","not exact match","movie","Love Is Light","Love Is Light",0,"2022","\N","\N","Romance"
"劇場版 ATARU THE FIRST LOVE & THE LAST KILL","Q17217176","tt2621378","not exact match","movie","Ataru: The First Love & the Last Kill","Ataru: The First Love & the Last Kill",0,"2013","\N","120","Drama"
"ひとひらの雪","Q55523672","tt0216808","not exact match","movie","Hitohira no yuki","Hitohira no yuki",0,"1985","\N","105","Drama"
"猟奇的な彼女 (テレビドラマ)","Q6133269","tt1158105","not exact match","tvSeries","My Sassy Girl","Ryôki teki na kanojo",0,"2008","\N","\N","Comedy,Drama"
"風間舞子","Q6735645","tt0240193","not exact match","movie","Waisetsu dokyumento renzoku henshitsu ma","Waisetsu dokyumento renzoku henshitsu ma",0,"1980","\N","61","Drama"
"Arc アーク","Q109361509","tt14663456","not exact match","movie","Arc","Arc",0,"2021","\N","127","Drama,Sci-Fi"
"ボクの妻と結婚してください。","Q20631852","tt5211742","not exact match","movie","Please Get Married with My Wife","Boku no tsuma to kekkon shitekudasai.",0,"2016","\N","113","Comedy,Drama,Romance"
"幕末純情伝","Q11481837","tt0101403","not exact match","movie","Bakumatsu jyunjyoden","Bakumatsu jyunjyoden",0,"1991","\N","105","Romance"
"愛してる!","Q120333248","tt22046188","not exact match","movie","Safe Word","Aishiteru!",0,"2022","\N","94","Drama"
"童貞。をプロデュース","Q86738019","tt1139645","not exact match","movie","The Virgin Wildsides","Dôtei. O purodyûsu",0,"2007","\N","85","Documentary"
"ピーター・ノース","Q318388","tt0132541","not exact match","video","Swedish Erotica 56","Swedish Erotica 56",1,"1985","\N","60","Adult"
"その夜の侍","Q11270401","tt2282973","not exact match","movie","The Samurai That Night","Sono yoru no samurai",0,"2012","\N","119","Drama"
"ジョアン・ウッドワード","Q1111542","tt0611347","not exact match","tvEpisode","Episode #9.15","Episode #9.15",0,"2003","\N","\N","Talk-Show"
"カリブ・愛のシンフォニー","Q11295048","tt0319650","not exact match","movie","Caribe: Symphony of Love","Karibu: Ai no shinfoni",0,"1985","\N","101","Romance"
"彼女の人生は間違いじゃない","Q30934485","tt6823246","not exact match","movie","Side Job.","Kanojo no jinsei wa machigaijanai",0,"2017","\N","120","Drama"
"ブリー・オルソン","Q235053","tt1122731","not exact match","tvEpisode","Managing Mom","Managing Mom",0,"2007","\N","22","Family,Reality-TV"
"ホールドアップダウン","Q11338470","tt0461523","not exact match","movie","Hold Up Down","Hôrudo appu daun",0,"2005","\N","96","Comedy,Crime,Drama"
"マイケル・アイズナー","Q727953","tt0539078","not exact match","tvEpisode","Episode dated 7 October 2005","Episode dated 7 October 2005",0,"2005","\N","53","News,Talk-Show"
"花のあと","Q11615000","tt1487916","not exact match","movie","After the Flowers","Hana no ato",0,"2010","\N","107","Action,Drama"
"ホーンテッド・キャンパスシリーズ","Q28689690","tt4684488","not exact match","movie","Haunted Campus","Hônteddo kyanpasu",0,"2016","\N","93","Horror,Thriller"
"ジェイソン・ライトマン","Q314502","tt0402936","not exact match","short","Consent","Consent",0,"2004","\N","6","Comedy,Short"
"集団左遷","Q60989439","tt0350122","not exact match","movie","Shudan-sasen","Shudan-sasen",0,"1994","\N","107","Comedy,Drama,Thriller"
"霊幻道士XII 英叔復活だョ!全員集合","Q120333308","tt14715744","not exact match","movie","Taoist Priest","Yi mei xian sheng",0,"2021","\N","80","Thriller"
"花園の迷宮","Q11615192","tt0154756","not exact match","movie","Hanazono no meikyu","Hanazono no meikyu",0,"1988","\N","118","Crime,Drama,Mystery"
"阿寒に果つ","Q11657373","tt0352152","not exact match","movie","Akan ni hatsu","Akan ni hatsu",0,"1975","\N","87","Drama"
"水戸黄門 (1978年の映画)","Q11548653","tt0079569","not exact match","movie","Tono Eijirô no Mito Kômon","Tono Eijirô no Mito Kômon",0,"1978","\N","88","\N"
"北原じゅん","Q11401220","tt0472421","not exact match","short","Self Portrait","Serufu-pôtorêto",0,"1988","\N","1","Animation,Short"
"オケ老人!","Q28686590","tt5101956","not exact match","movie","Golden Orchestra!","Oke Rôjin!",0,"2016","\N","119","Comedy,Music"
"わが心の銀河鉄道 宮沢賢治物語","Q24873783","tt0350296","not exact match","movie","Waga kokoro no ginga tetsudo: Miyazawa Kenji monogatari","Waga kokoro no ginga tetsudo: Miyazawa Kenji monogatari",0,"1996","\N","111","Drama"
"ビジランテ (映画)","Q48756718","tt6609412","not exact match","movie","Vigilante","Vigilante",0,"2017","\N","\N","Drama"
"温泉みみず芸者","Q48757121","tt0286869","not exact match","movie","Onsen mimizu geisha","Onsen mimizu geisha",0,"1971","\N","89","\N"
"団地 (映画)","Q28693401","tt4877264","not exact match","movie","The Projects","Danchi",0,"2016","\N","103","Comedy,Sci-Fi"
"勃たせ屋","Q1430623","tt0411404","not exact match","short","Up in 60 Seconds","The Fluffer",0,"2003","\N","4","Comedy,Short"
"日本侠客伝","Q60997386","tt0058408","not exact match","movie","Nihon kyôkaku-den","Nihon kyôkaku-den",0,"1964","\N","98","Drama,History"
"窓からローマが見える","Q109603197","tt0148684","not exact match","movie","Roma dalla finestra","Roma dalla finestra",0,"1982","\N","104","Mystery"
"River (2003年の映画)","Q11241972","tt0420132","not exact match","movie","River","River",0,"2003","\N","110","Thriller"
"ザ・タイガース 世界はボクらを待っている","Q11306594","tt0294966","not exact match","movie","The World Is Waiting for Us","Za taigâsu: Sekai wa bokura o matteiru",0,"1968","\N","88","Comedy,Music,Sci-Fi"
"小田香","Q96104294","tt3906638","not exact match","movie","Lost in Bosnia","Lost in Bosnia",0,"2014","\N","95","Biography,Documentary"
"小原庄助さん","Q109363798","tt1308145","not exact match","movie","Ohara Shôsuke-san","Ohara Shôsuke-san",0,"1949","\N","97","Comedy"
"第68回アカデミー賞","Q903494","tt0283830","not exact match","tvSpecial","The 68th Annual Academy Awards","The 68th Annual Academy Awards",0,"1996","\N","\N","Family"
"海軍 (映画)","Q11559244","tt0436466","not exact match","movie","Kaigun","Kaigun",0,"1943","\N","132","Drama,War"
"実録 私設銀座警察","Q17212170","tt0322859","not exact match","movie","A True Story of the Private Ginza Police","Jitsuroku: Shisetsu Ginza keisatsu",0,"1973","\N","94","Crime"
"学校の階段","Q486857","tt0991199","not exact match","movie","Gakkô no kaidan","Gakkô no kaidan",0,"2007","\N","\N","Comedy"
"さらば愛しのやくざ","Q11268442","tt0255571","not exact match","movie","Saraba itoshino yakuza","Saraba itoshino yakuza",0,"1990","\N","105","Crime,Drama"
"第67回アカデミー賞","Q857001","tt0268875","not exact match","tvSpecial","The 67th Annual Academy Awards","The 67th Annual Academy Awards",0,"1995","\N","215","Family"
